Source Type,Source ID,Target Type,Target ID,Label
Drug,DB04065,Side Effect,BADD_A01315,Has
Drug,DB00327,Side Effect,BADD_A01516,Has
Drug,DB02289,Side Effect,BADD_A01966,Has
Drug,DB02165,Side Effect,BADD_A02384,Has
Drug,DB00259,Side Effect,BADD_A01208,Has
Drug,DB00259,Side Effect,BADD_A01931,Has
Drug,DB02297,Side Effect,BADD_A03817,Has
Drug,DB00566,Side Effect,BADD_A07468,Has
Drug,DB00940,Side Effect,BADD_A04218,Has
Drug,DB01715,Side Effect,BADD_A01386,Has
Drug,DB04068,Side Effect,BADD_A04157,Has
Drug,DB03484,Side Effect,BADD_A07468,Has
Drug,DB01422,Side Effect,BADD_A01793,Has
Drug,DB03473,Side Effect,BADD_A05149,Has
Drug,DB03473,Side Effect,BADD_A01654,Has
Drug,DB01852,Side Effect,BADD_A01536,Has
Drug,DB03484,Side Effect,BADD_A05149,Has
Drug,DB01178,Side Effect,BADD_A03376,Has
Drug,DB00148,Side Effect,BADD_A02789,Has
Drug,DB00940,Side Effect,BADD_A04320,Has
Drug,DB03721,Side Effect,BADD_A01656,Has
Drug,DB00954,Side Effect,BADD_A00503,Has
Drug,DB06090,Side Effect,BADD_A02789,Has
Drug,DB00900,Side Effect,BADD_A02150,Has
Drug,DB06868,Side Effect,BADD_A03534,Has
Drug,DB05383,Side Effect,BADD_A01208,Has
Drug,DB02165,Side Effect,BADD_A03534,Has
Drug,DB05351,Side Effect,BADD_A00154,Has
Drug,DB02484,Side Effect,BADD_A02150,Has
Drug,DB06751,Side Effect,BADD_A00008,Has
Drug,DB03473,Side Effect,BADD_A01774,Has
Drug,DB03062,Side Effect,BADD_A06975,Has
Drug,DB00259,Side Effect,BADD_A01533,Has
Drug,DB03284,Side Effect,BADD_A06402,Has
Drug,DB03192,Side Effect,BADD_A02150,Has
Drug,DB03095,Side Effect,BADD_A01536,Has
Drug,DB02895,Side Effect,BADD_A03527,Has
Drug,DB02895,Side Effect,BADD_A01522,Has
Drug,DB02484,Side Effect,BADD_A02738,Has
Drug,DB03871,Side Effect,BADD_A02789,Has
Drug,DB02431,Side Effect,BADD_A02524,Has
Drug,DB00906,Side Effect,BADD_A05470,Has
Drug,DB03284,Side Effect,BADD_A01804,Has
Drug,DB06090,Side Effect,BADD_A04218,Has
Drug,DB03966,Side Effect,BADD_A02789,Has
Drug,DB03728,Side Effect,BADD_A02796,Has
Drug,DB04068,Side Effect,BADD_A05470,Has
Drug,DB00808,Side Effect,BADD_A04757,Has
Drug,DB01432,Side Effect,BADD_A01279,Has
Drug,DB00566,Side Effect,BADD_A02108,Has
Drug,DB00684,Side Effect,BADD_A02586,Has
Drug,DB05814,Side Effect,BADD_A00154,Has
Drug,DB02229,Side Effect,BADD_A01706,Has
Drug,DB06468,Side Effect,BADD_A08260,Has
Drug,DB03473,Side Effect,BADD_A02150,Has
Drug,DB04505,Side Effect,BADD_A01099,Has
Drug,DB02147,Side Effect,BADD_A06402,Has
Drug,DB03095,Side Effect,BADD_A02150,Has
Drug,DB03871,Side Effect,BADD_A05149,Has
Drug,DB01608,Side Effect,BADD_A04036,Has
Drug,DB00514,Side Effect,BADD_A03527,Has
Drug,DB05253,Side Effect,BADD_A03376,Has
Drug,DB03484,Side Effect,BADD_A01214,Has
Drug,DB02228,Side Effect,BADD_A05832,Has
Drug,DB00376,Side Effect,BADD_A01938,Has
Drug,DB00241,Side Effect,BADD_A04011,Has
Drug,DB01879,Side Effect,BADD_A03817,Has
Drug,DB01991,Side Effect,BADD_A04036,Has
Drug,DB03223,Cell/Tissue,SIDM00763,Targets
Drug,DB01178,Cell/Tissue,SIDM01172,Targets
Drug,DB03256,Cell/Tissue,SIDM00698,Targets
Drug,DB02484,Cell/Tissue,SIDM00482,Targets
Drug,DB04285,Cell/Tissue,SIDM00134,Targets
Drug,DB00808,Cell/Tissue,SIDM00134,Targets
Drug,DB03484,Cell/Tissue,SIDM00112,Targets
Drug,DB06840,Cell/Tissue,SIDM01017,Targets
Drug,DB03053,Cell/Tissue,SIDM00506,Targets
Drug,DB02895,Cell/Tissue,SIDM00274,Targets
Drug,DB06468,Cell/Tissue,SIDM01194,Targets
Drug,DB06468,Cell/Tissue,SIDM00499,Targets
Drug,DB00376,Cell/Tissue,SIDM00460,Targets
Drug,DB01608,Cell/Tissue,SIDM00203,Targets
Drug,DB03484,Cell/Tissue,SIDM00128,Targets
Drug,DB02515,Cell/Tissue,SIDM00451,Targets
Drug,DB04024,Cell/Tissue,SIDM01141,Targets
Drug,DB01422,Cell/Tissue,SIDM00047,Targets
Drug,DB02515,Cell/Tissue,SIDM00603,Targets
Drug,DB02515,Cell/Tissue,SIDM00205,Targets
Drug,DB03326,Cell/Tissue,SIDM00270,Targets
Drug,DB06103,Cell/Tissue,SIDM00410,Targets
Drug,DB06840,Cell/Tissue,SIDM00407,Targets
Drug,DB03015,Cell/Tissue,SIDM00293,Targets
Drug,DB06840,Cell/Tissue,SIDM00810,Targets
Drug,DB00940,Cell/Tissue,SIDM00482,Targets
Drug,DB02431,Cell/Tissue,SIDM00274,Targets
Drug,DB03268,Cell/Tissue,SIDM00447,Targets
Drug,DB01422,Cell/Tissue,SIDM00469,Targets
Drug,DB02895,Cell/Tissue,SIDM00698,Targets
Drug,DB00684,Cell/Tissue,SIDM00448,Targets
Drug,DB04426,Cell/Tissue,SIDM00453,Targets
Drug,DB06751,Cell/Tissue,SIDM00629,Targets
Drug,DB03256,Cell/Tissue,SIDM00435,Targets
Drug,DB00900,Cell/Tissue,SIDM00114,Targets
Drug,DB02431,Cell/Tissue,SIDM00355,Targets
Drug,DB05253,Cell/Tissue,SIDM00901,Targets
Drug,DB02515,Cell/Tissue,SIDM00400,Targets
Drug,DB01608,Cell/Tissue,SIDM01084,Targets
Drug,DB00466,Cell/Tissue,SIDM01173,Targets
Drug,DB05351,Cell/Tissue,SIDM00313,Targets
Drug,DB02515,Cell/Tissue,SIDM00150,Targets
Drug,DB00566,Cell/Tissue,SIDM00585,Targets
Drug,DB05351,Cell/Tissue,SIDM00284,Targets
Drug,DB01432,Cell/Tissue,SIDM00940,Targets
Drug,DB05351,Cell/Tissue,SIDM00111,Targets
Drug,DB00808,Cell/Tissue,SIDM01259,Targets
Drug,DB04588,Cell/Tissue,SIDM01191,Targets
Drug,DB03871,Cell/Tissue,SIDM00512,Targets
Drug,DB05282,Cell/Tissue,SIDM00453,Targets
Drug,DB04426,Cell/Tissue,SIDM00320,Targets
Drug,DB05403,Cell/Tissue,SIDM00816,Targets
Drug,DB03053,Cell/Tissue,SIDM01101,Targets
Drug,DB00566,Cell/Tissue,SIDM01017,Targets
Drug,DB03326,Cell/Tissue,SIDM00121,Targets
Drug,DB00906,Cell/Tissue,SIDM00629,Targets
Drug,DB03192,Cell/Tissue,SIDM01090,Targets
Drug,DB03223,Cell/Tissue,SIDM00352,Targets
Drug,DB02147,Cell/Tissue,SIDM01150,Targets
Drug,DB00940,Cell/Tissue,SIDM00044,Targets
Drug,DB02289,Cell/Tissue,SIDM00482,Targets
Drug,DB05383,Cell/Tissue,SIDM00212,Targets
Drug,DB00566,Cell/Tissue,SIDM01129,Targets
Drug,DB05332,Cell/Tissue,SIDM00448,Targets
Drug,DB03871,Cell/Tissue,SIDM00603,Targets
Drug,DB01610,Cell/Tissue,SIDM00318,Targets
Drug,DB03268,Cell/Tissue,SIDM00909,Targets
Drug,DB00376,Cell/Tissue,SIDM01155,Targets
Drug,DB03966,Cell/Tissue,SIDM00134,Targets
Drug,DB00795,Cell/Tissue,SIDM00206,Targets
Drug,DB01610,Cell/Tissue,SIDM00493,Targets
Drug,DB06103,Cell/Tissue,SIDM00274,Targets
Drug,DB05814,Cell/Tissue,SIDM00240,Targets
Drug,DB01929,Cell/Tissue,SIDM00447,Targets
Drug,DB00684,Cell/Tissue,SIDM00513,Targets
Drug,DB06451,Cell/Tissue,SIDM01155,Targets
Drug,DB02297,Cell/Tissue,SIDM00475,Targets
Drug,DB04588,Cell/Tissue,SIDM01080,Targets
Drug,DB04426,Cell/Tissue,SIDM00570,Targets
Drug,DB06868,Cell/Tissue,SIDM01042,Targets
Drug,DB04648,Cell/Tissue,SIDM00460,Targets
Drug,DB01422,Cell/Tissue,SIDM00889,Targets
Drug,DB03949,Cell/Tissue,SIDM00414,Targets
Drug,DB00466,Cell/Tissue,SIDM00611,Targets
Drug,DB02228,Cell/Tissue,SIDM00114,Targets
Drug,DB00808,Pathway,hsa04540,Has_Target_In
Drug,DB01991,Pathway,R-RNO-376176,Has_Target_In
Drug,DB00466,Pathway,R-MMU-5621575,Has_Target_In
Drug,DB00466,Pathway,hsa04611,Has_Target_In
Drug,DB02338,Pathway,R-BTA-879518,Has_Target_In
Drug,DB01422,Pathway,hsa04912,Has_Target_In
Drug,DB03938,Pathway,R-MMU-141444,Has_Target_In
Drug,DB04068,Pathway,R-HSA-9694614,Has_Target_In
Drug,DB04065,Pathway,hsa03040,Has_Target_In
Drug,DB06468,Pathway,R-HSA-5632987,Has_Target_In
Drug,DB04736,Pathway,hsa04611,Has_Target_In
Drug,DB00954,Pathway,R-RNO-561048,Has_Target_In
Drug,DB00805,Pathway,R-HSA-3359473,Has_Target_In
Drug,DB00544,Pathway,hsa04360,Has_Target_In
Drug,DB01715,Pathway,R-HSA-1362409,Has_Target_In
Drug,DB03223,Pathway,R-MMU-418555,Has_Target_In
Drug,DB01422,Pathway,R-MMU-5625740,Has_Target_In
Drug,DB03949,Pathway,hsa03440,Has_Target_In
Drug,DB01991,Pathway,hsa04922,Has_Target_In
Drug,DB03326,Pathway,R-HSA-140837,Has_Target_In
Drug,DB06468,Pathway,hsa00020,Has_Target_In
Drug,DB00241,Pathway,R-BTA-74217,Has_Target_In
Drug,DB05383,Pathway,hsa00780,Has_Target_In
Drug,DB01178,Pathway,hsa00010,Has_Target_In
Drug,DB00805,Pathway,R-RNO-380612,Has_Target_In
Drug,DB03728,Pathway,R-RNO-2024101,Has_Target_In
Drug,DB00940,Pathway,R-HSA-381183,Has_Target_In
Drug,DB02431,Pathway,hsa04621,Has_Target_In
Drug,DB03721,Pathway,R-HSA-9694614,Has_Target_In
Drug,DB01879,Pathway,R-HSA-5693554,Has_Target_In
Drug,DB00916,Pathway,hsa00010,Has_Target_In
Drug,DB06751,Pathway,R-BTA-74217,Has_Target_In
Drug,DB00519,Pathway,hsa04721,Has_Target_In
Drug,DB03871,Pathway,R-MMU-3000178,Has_Target_In
Drug,DB00940,Pathway,R-BTA-70263,Has_Target_In
Drug,DB03932,Pathway,R-HSA-418359,Has_Target_In
Drug,DB01610,Pathway,hsa04360,Has_Target_In
Drug,DB06090,Pathway,R-HSA-381183,Has_Target_In
Drug,DB03562,Pathway,hsa04060,Has_Target_In
Drug,DB03932,Pathway,R-RNO-418597,Has_Target_In
Drug,DB05403,Pathway,hsa00564,Has_Target_In
Drug,DB04588,Pathway,hsa00260,Has_Target_In
Drug,DB03721,Pathway,R-HSA-5689896,Has_Target_In
Drug,DB01929,Pathway,R-HSA-167160,Has_Target_In
Drug,DB03192,Pathway,R-RNO-69166,Has_Target_In
Drug,DB04024,Pathway,R-MMU-70370,Has_Target_In
Drug,DB04736,Pathway,hsa04610,Has_Target_In
Drug,DB03326,Pathway,hsa04218,Has_Target_In
Drug,DB02229,Pathway,hsa00020,Has_Target_In
Drug,DB00672,Pathway,R-RNO-209563,Has_Target_In
Drug,DB04272,Pathway,hsa00250,Has_Target_In
Drug,DB03728,Pathway,R-BTA-69541,Has_Target_In
Drug,DB01879,Pathway,hsa03420,Has_Target_In
Drug,DB00795,Pathway,R-HSA-6791461,Has_Target_In
Drug,DB00450,Pathway,R-MMU-194313,Has_Target_In
Drug,DB04285,Pathway,R-RNO-71032,Has_Target_In
Drug,DB02228,Pathway,R-MMU-141444,Has_Target_In
Drug,DB03192,Pathway,hsa00515,Has_Target_In
Drug,DB00241,Pathway,hsa00260,Has_Target_In
Drug,DB00900,Pathway,R-HSA-9693928,Has_Target_In
Drug,DB04068,Pathway,R-RNO-69166,Has_Target_In
Drug,DB06868,Pathway,hsa04330,Has_Target_In
Drug,DB06090,Pathway,R-BTA-400206,Has_Target_In
Drug,DB02338,Pathway,hsa03013,Has_Target_In
Drug,DB01991,Pathway,hsa04115,Has_Target_In
Drug,DB06103,Pathway,R-MMU-199220,Has_Target_In
Drug,DB03015,Pathway,hsa00531,Has_Target_In
Drug,DB01178,Pathway,R-BTA-975957,Has_Target_In
Drug,DB00450,Pathway,hsa03013,Has_Target_In
Drug,DB01178,Pathway,R-MMU-418555,Has_Target_In
Drug,DB00808,Pathway,hsa04913,Has_Target_In
Drug,DB04024,Pathway,hsa04218,Has_Target_In
Drug,DB00544,Pathway,R-MMU-209560,Has_Target_In
Drug,DB06868,Pathway,hsa04115,Has_Target_In
Drug,DB03223,Pathway,R-HSA-5654687,Has_Target_In
Drug,DB00916,Pathway,R-BTA-2559585,Has_Target_In
Drug,DB06451,Pathway,R-MMU-444257,Has_Target_In
Drug,DB01422,Pathway,R-MMU-3295583,Has_Target_In
Drug,DB04648,Pathway,hsa00500,Has_Target_In
Drug,DB03062,Pathway,hsa04977,Has_Target_In
Drug,DB03871,Pathway,R-RNO-110314,Has_Target_In
Drug,DB00906,Pathway,R-HSA-203615,Has_Target_In
Drug,DB00528,Pathway,R-HSA-73780,Has_Target_In
Drug,DB03256,Pathway,hsa00440,Has_Target_In
Drug,DB01169,Pathway,R-MMU-156588,Has_Target_In
Compound,CHEMBL103558,Protein,Q9BXJ5,Targets
Compound,CHEMBL104027,Protein,P62952,Targets
Compound,CHEMBL101360,Protein,P33527,Targets
Compound,CHEMBL1081377,Protein,P04745,Targets
Compound,CHEMBL1081476,Protein,P09497,Targets
Compound,CHEMBL101165,Protein,Q9BY08,Targets
Compound,CHEMBL104557,Protein,A4FU69,Targets
Compound,CHEMBL1080304,Protein,P15882,Targets
Compound,CHEMBL1076624,Protein,O00244,Targets
Compound,CHEMBL101775,Protein,O43306,Targets
Compound,CHEMBL1080723,Protein,P02458,Targets
Compound,CHEMBL105044,Protein,O43572,Targets
Compound,CHEMBL101383,Protein,H7C241,Targets
Compound,CHEMBL100413,Protein,P0C2S0,Targets
Compound,CHEMBL101721,Protein,Q8TEA8,Targets
Compound,CHEMBL107503,Protein,Q96N68,Targets
Compound,CHEMBL107503,Protein,Q5TCH4,Targets
Compound,CHEMBL105044,Protein,Q8N5N4,Targets
Compound,CHEMBL103585,Protein,P52798,Targets
Compound,CHEMBL107533,Protein,O75348,Targets
Compound,CHEMBL101469,Protein,P0DMC3,Targets
Compound,CHEMBL103001,Protein,Q9Y4D1,Targets
Compound,CHEMBL1078074,Protein,Q9Y2F9,Targets
Compound,CHEMBL105622,Protein,Q8N4Q1,Targets
Compound,CHEMBL1080304,Protein,Q9Y2A9,Targets
Compound,CHEMBL1080381,Protein,Q6RI45,Targets
Compound,CHEMBL105521,Protein,Q14154,Targets
Compound,CHEMBL107786,Protein,P13497,Targets
Compound,CHEMBL1077815,Protein,Q9Y2F9,Targets
Compound,CHEMBL101721,Protein,Q96IT6,Targets
Compound,CHEMBL1080411,Protein,Q5TDH0,Targets
Compound,CHEMBL108137,Protein,O96020,Targets
Compound,CHEMBL103001,Protein,Q96BT3,Targets
Compound,CHEMBL1077156,Protein,P08217,Targets
Compound,CHEMBL106938,Protein,O43150,Targets
Compound,CHEMBL105693,Protein,Q8IW93,Targets
Compound,CHEMBL105199,Protein,O43572,Targets
Compound,CHEMBL108137,Protein,O43707,Targets
Compound,CHEMBL105045,Protein,A7MBM2,Targets
Compound,CHEMBL10793,Protein,P62952,Targets
Compound,CHEMBL1080874,Protein,Q07065,Targets
Compound,CHEMBL1081166,Protein,Q5BKT4,Targets
Compound,CHEMBL101360,Protein,Q96Q07,Targets
Compound,CHEMBL104273,Protein,Q8WYN3,Targets
Compound,CHEMBL101165,Protein,Q68DC2,Targets
Compound,CHEMBL1080326,Protein,Q8WUY9,Targets
Compound,CHEMBL1081377,Protein,Q9BZB8,Targets
Compound,CHEMBL1081535,Protein,Q9NWW5,Targets
Compound,CHEMBL101726,Protein,O95886,Targets
Compound,CHEMBL10793,Protein,Q9NR19,Targets
Compound,CHEMBL103001,Protein,Q8TEH3,Targets
Compound,CHEMBL103785,Protein,O15144,Targets
Compound,CHEMBL101726,Protein,Q8N5C7,Targets
Compound,CHEMBL1080884,Protein,Q8IWQ3,Targets
Compound,CHEMBL102374,Protein,Q7Z569,Targets
Compound,CHEMBL1080741,Protein,Q9H1Y0,Targets
Compound,CHEMBL105045,Protein,P55285,Targets
Compound,CHEMBL1080874,Protein,P08574,Targets
Compound,CHEMBL1081166,Protein,Q53S99,Targets
Compound,CHEMBL105693,Protein,Q9NQR7,Targets
Compound,CHEMBL1077985,Protein,P49753,Targets
Compound,CHEMBL1078575,Protein,Q9H816,Targets
Compound,CHEMBL1081476,Protein,Q504U0,Targets
Compound,CHEMBL102403,Protein,Q01523,Targets
Compound,CHEMBL108137,Protein,Q99715,Targets
Compound,CHEMBL105177,Protein,P42830,Targets
Compound,CHEMBL101469,Protein,C9J202,Targets
Compound,CHEMBL104027,Protein,Q99715,Targets
Compound,CHEMBL101165,Protein,Q9UKJ5,Targets
Compound,CHEMBL105521,Protein,Q8NCG5,Targets
Compound,CHEMBL1081166,Protein,Q9HBH7,Targets
Compound,CHEMBL1080884,Protein,P58397,Targets
Compound,CHEMBL103785,Protein,P49753,Targets
Compound,CHEMBL1079558,Protein,Q99715,Targets
Compound,CHEMBL101347,Protein,O95886,Targets
Compound,CHEMBL101469,Protein,Q9BPW4,Targets
Compound,CHEMBL103585,Protein,Q9H0L4,Targets
Compound,CHEMBL105521,Protein,P55285,Targets
Compound,CHEMBL1080723,Protein,P0C2S0,Targets
Compound,CHEMBL1081535,Protein,Q5VUE5,Targets
Compound,CHEMBL102032,Protein,Q07065,Targets
Compound,CHEMBL1080304,Protein,Q8NBA8,Targets
Compound,CHEMBL107574,Protein,Q9NY35,Targets
Compound,CHEMBL106961,Protein,P0DMC3,Targets
Compound,CHEMBL1076464,Protein,Q6RI45,Targets
Cell/Tissue,SIDM00044,Disease,H00899,Has
Cell/Tissue,SIDM00044,Disease,Orphanet:251383,Has
Cell/Tissue,SIDM01042,Disease,EFO:0010658,Has
Cell/Tissue,SIDM00136,Disease,Orphanet:1253,Has
Cell/Tissue,SIDM01155,Disease,MONDO:0014741,Has
Cell/Tissue,SIDM00570,Disease,MONDO:0019588,Has
Cell/Tissue,SIDM00499,Disease,EFO:0003113,Has
Cell/Tissue,SIDM00112,Disease,Orphanet:1072,Has
Cell/Tissue,SIDM00313,Disease,H01368,Has
Cell/Tissue,SIDM00203,Disease,H01117,Has
Cell/Tissue,SIDM01057,Disease,H01376,Has
Cell/Tissue,SIDM00447,Disease,H01250,Has
Cell/Tissue,SIDM00120,Disease,Orphanet:228179,Has
Cell/Tissue,SIDM01145,Disease,Orphanet:2796,Has
Cell/Tissue,SIDM00232,Disease,H01821,Has
Cell/Tissue,SIDM00051,Disease,Orphanet:79095,Has
Cell/Tissue,SIDM00662,Disease,Orphanet:247827,Has
Cell/Tissue,SIDM00112,Disease,Orphanet:65743,Has
Cell/Tissue,SIDM00585,Disease,Orphanet:1973,Has
Cell/Tissue,SIDM00203,Disease,H01973,Has
Cell/Tissue,SIDM00801,Disease,H00150,Has
Cell/Tissue,SIDM00548,Disease,Orphanet:1596,Has
Cell/Tissue,SIDM01040,Disease,H02284,Has
Cell/Tissue,SIDM00974,Disease,H02232,Has
Cell/Tissue,SIDM00094,Disease,Orphanet:90636,Has
Cell/Tissue,SIDM00332,Disease,Orphanet:163665,Has
Cell/Tissue,SIDM00123,Disease,H02284,Has
Cell/Tissue,SIDM01032,Disease,H01740,Has
Cell/Tissue,SIDM00875,Disease,Orphanet:2796,Has
Cell/Tissue,SIDM01042,Disease,H01193,Has
Cell/Tissue,SIDM00472,Disease,H00540,Has
Cell/Tissue,SIDM00460,Disease,H01287,Has
Cell/Tissue,SIDM00355,Disease,Orphanet:3219,Has
Cell/Tissue,SIDM00716,Disease,H00070,Has
Cell/Tissue,SIDM00940,Disease,Orphanet:31043,Has
Cell/Tissue,SIDM00853,Disease,Orphanet:79095,Has
Cell/Tissue,SIDM00413,Disease,H00606,Has
Cell/Tissue,SIDM00506,Disease,EFO:1001142,Has
Cell/Tissue,SIDM00150,Disease,H01028,Has
Cell/Tissue,SIDM00212,Disease,H02370,Has
Cell/Tissue,SIDM00506,Disease,H01973,Has
Cell/Tissue,SIDM00270,Disease,Orphanet:79408,Has
Cell/Tissue,SIDM00499,Disease,Orphanet:247,Has
Cell/Tissue,SIDM01039,Disease,H01368,Has
Cell/Tissue,SIDM00313,Disease,H02106,Has
Cell/Tissue,SIDM00296,Disease,Orphanet:139518,Has
Cell/Tissue,SIDM00535,Disease,H00980,Has
Cell/Tissue,SIDM00529,Disease,H01307,Has
Cell/Tissue,SIDM00150,Disease,Orphanet:163665,Has
Cell/Tissue,SIDM00853,Disease,Orphanet:90794,Has
Cell/Tissue,SIDM01084,Disease,H01034,Has
Cell/Tissue,SIDM00502,Disease,H01683,Has
Cell/Tissue,SIDM00363,Disease,EFO:1000318,Has
Cell/Tissue,SIDM00475,Disease,Orphanet:124,Has
Cell/Tissue,SIDM00969,Disease,Orphanet:163721,Has
Cell/Tissue,SIDM00406,Disease,H02330,Has
Cell/Tissue,SIDM01194,Disease,H00420,Has
Cell/Tissue,SIDM01026,Disease,Orphanet:397618,Has
Cell/Tissue,SIDM00881,Disease,H00932,Has
Cell/Tissue,SIDM00749,Disease,H00700,Has
Cell/Tissue,SIDM00421,Disease,H00813,Has
Cell/Tissue,SIDM01040,Disease,Orphanet:1201,Has
Cell/Tissue,SIDM00128,Disease,H00251,Has
Cell/Tissue,SIDM00126,Disease,H00467,Has
Cell/Tissue,SIDM00781,Disease,H01683,Has
Cell/Tissue,SIDM00480,Disease,Orphanet:228179,Has
Cell/Tissue,SIDM01186,Disease,H02068,Has
Cell/Tissue,SIDM00579,Disease,H00751,Has
Cell/Tissue,SIDM00435,Disease,H00813,Has
Cell/Tissue,SIDM00810,Disease,Orphanet:1973,Has
Cell/Tissue,SIDM00252,Disease,H02370,Has
Cell/Tissue,SIDM00973,Disease,H00574,Has
Cell/Tissue,SIDM01090,Disease,H00787,Has
Cell/Tissue,SIDM01000,Disease,H02284,Has
Cell/Tissue,SIDM01112,Disease,Orphanet:329314,Has
Cell/Tissue,SIDM00810,Disease,Orphanet:101112,Has
Cell/Tissue,SIDM01042,Disease,EFO:0003105,Has
Cell/Tissue,SIDM00569,Disease,MONDO:0007631,Has
Cell/Tissue,SIDM01173,Disease,H00700,Has
Cell/Tissue,SIDM00121,Disease,H00599,Has
Cell/Tissue,SIDM00352,Disease,Orphanet:228179,Has
Cell/Tissue,SIDM00749,Disease,Orphanet:1253,Has
Cell/Tissue,SIDM01220,Disease,H00947,Has
Cell/Tissue,SIDM01172,Disease,Orphanet:228179,Has
Cell/Tissue,SIDM00043,Disease,Orphanet:251383,Has
Patient,TCGA-CV-7437,Disease,Orphanet:168549,Has
Patient,TCGA-C8-A1HO,Disease,MONDO:0054782,Has
Patient,TCGA-A6-4105,Disease,Orphanet:681,Has
Patient,TCGA-CG-5716,Disease,Orphanet:2796,Has
Patient,TCGA-DK-A3IS,Disease,H02044,Has
Patient,TCGA-A8-A084,Disease,MONDO:0060724,Has
Patient,TCGA-CH-5764,Disease,H01400,Has
Patient,1003,Disease,Orphanet:2052,Has
Patient,TCGA-AA-3527,Disease,MONDO:0019588,Has
Patient,TCGA-JW-A5VL,Disease,H02008,Has
Patient,TCGA-AZ-4313,Disease,Orphanet:175,Has
Patient,TCGA-AA-3527,Disease,H00125,Has
Patient,TCGA-BP-5009,Disease,H00773,Has
Patient,TCGA-A3-3343,Disease,H00125,Has
Patient,TCGA-AZ-4313,Disease,MONDO:0060533,Has
Patient,TCGA-AX-A2HF,Disease,Orphanet:654,Has
Patient,TCGA-DQ-7589,Disease,H01287,Has
Patient,TCGA-AA-3979,Disease,EFO:1001036,Has
Patient,TCGA-21-1077,Disease,H01400,Has
Patient,TCGA-AZ-4681,Disease,Orphanet:79408,Has
Patient,TCGA-EQ-A4SO,Disease,Orphanet:124,Has
Patient,TCGA-AK-3450,Disease,H00666,Has
Patient,TCGA-DK-A3IV,Disease,Orphanet:314381,Has
Patient,TCGA-21-1077,Disease,Orphanet:1596,Has
Patient,TCGA-AZ-4313,Disease,EFO:0004922,Has
Patient,TCGA-12-0653,Disease,H00466,Has
Patient,TCGA-06-0137,Disease,H02232,Has
Patient,TCGA-80-5611,Disease,Orphanet:137625,Has
Patient,TCGA-FD-A3SN,Disease,Orphanet:2850,Has
Patient,TCGA-06-0137,Disease,EFO:0004922,Has
Patient,TCGA-AG-3891,Disease,H00599,Has
Patient,1020,Disease,H01227,Has
Patient,TCGA-CH-5753,Disease,H01523,Has
Patient,1014,Disease,Orphanet:3261,Has
Patient,TCGA-HW-7490,Disease,Orphanet:572,Has
Patient,TCGA-AA-3527,Disease,H00882,Has
Patient,1014,Disease,Orphanet:141258,Has
Patient,TCGA-FG-5962,Disease,H00813,Has
Patient,TCGA-CJ-5689,Disease,Orphanet:98773,Has
Patient,TCGA-EJ-7791,Disease,H00251,Has
Patient,TCGA-CV-7406,Disease,H01671,Has
Patient,TCGA-A8-A084,Disease,Orphanet:1973,Has
Patient,TCGA-HQ-A2OF,Disease,H01028,Has
Patient,TCGA-F2-6880,Disease,Orphanet:3219,Has
Patient,1053,Disease,MONDO:0012057,Has
Patient,TCGA-G7-A8LE,Disease,MONDO:0007806,Has
Patient,TCGA-BA-4077,Disease,MONDO:0007631,Has
Patient,TCGA-XQ-A8TA,Disease,MONDO:0018559,Has
Patient,TCGA-A8-A084,Disease,Orphanet:99807,Has
Patient,1053,Disease,Orphanet:2353,Has
Patient,TCGA-2L-AAQM,Disease,H00896,Has
Patient,TCGA-DK-A3IV,Disease,H00131,Has
Patient,TCGA-HF-7131,Disease,Orphanet:163717,Has
Patient,TCGA-33-4533,Disease,H01973,Has
Patient,TCGA-D1-A2G5,Disease,Orphanet:1052,Has
Patient,TCGA-DK-A3IT,Disease,Orphanet:163721,Has
Patient,TCGA-BQ-7046,Disease,Orphanet:681,Has
Patient,TCGA-AA-3844,Disease,Orphanet:2268,Has
Patient,TCGA-CV-7437,Disease,H00804,Has
Patient,TCGA-DH-5141,Disease,H02330,Has
Patient,TCGA-18-5595,Disease,H00073,Has
Patient,TCGA-AA-3554,Disease,H01309,Has
Patient,TCGA-HZ-7920,Disease,H02330,Has
Patient,TCGA-D1-A0ZO,Disease,H01400,Has
Patient,TCGA-AL-3468,Disease,Orphanet:247827,Has
Patient,TCGA-BQ-7058,Disease,H02256,Has
Patient,TCGA-21-1077,Disease,Orphanet:90636,Has
Patient,TCGA-AA-3527,Disease,Orphanet:1253,Has
Patient,TARGET-10-PAKTAL,Disease,H01523,Has
Patient,TCGA-DK-A6B2,Disease,Orphanet:141258,Has
Patient,1030,Disease,H00839,Has
Patient,TCGA-DQ-7593,Disease,H00666,Has
Patient,TCGA-FD-A3NA,Disease,H00838,Has
Patient,TCGA-CU-A0YO,Disease,H00839,Has
Patient,TCGA-BP-5009,Disease,Orphanet:34526,Has
Patient,TCGA-DK-A3IU,Disease,H00599,Has
Patient,TCGA-3G-AB0T,Disease,H00467,Has
Patient,TCGA-AA-3527,Disease,H00701,Has
Patient,TCGA-DW-7841,Disease,Orphanet:314381,Has
Patient,TCGA-AA-3556,Disease,H00681,Has
Patient,TCGA-18-5595,Disease,Orphanet:1253,Has
Patient,TCGA-AA-3688,Disease,Orphanet:1253,Has
Patient,TCGA-CQ-6221,Disease,Orphanet:2141,Has
